video_id,sen_id,caption
video5985,848,cartoon characters are talking in a group
video5986,49480,a turtle in the water
video5987,17973,someone is playing a basketball game
video5988,92624,a man is operating a future technological product
video5989,106283,a black cat is drinking water from a pet water bowl  while a person s hand takes some candy out of glass jar
video599,72789,a group of people practice dancing
video5990,32050,different angles of a nokia phone are shown and people are shown using this phone
video5991,130020,a lady is cooking something inside a black pot and then adds cream
video5992,76688,features of the interior of a car are being shown
video5993,26372,shows a group people dancing then switches to a clip of a football game
video5994,50936,there is a crime scene outside on the ground being shown
video5995,121720,a lot of big cats are running along in a big hall
video5996,40517,man talking to judges on the vouce
video5997,17030,a video depicting various balls being hit at various lengths
video5998,73789,hop hop music playing as a bike is showcased
video5999,110870,a man teaches how to cook a fish dish as he adds salt and ginger to a pot
video6,64653,monkey swinging from a tree
video60,55392,man giving commentary about football game
video600,56044,a wrestling math with loud cheering fans
video6000,136554,older man in black suit is presenting the news
video6001,101249,cars travel on a busy intersection and a truck narrowly misses a collision with a small car
video6002,42919,a mom and child dancing in their backyard
video6003,113825,a man sitting in the dark room have been tied up his hands at back
video6004,87885,a mixture is stirred and poured
video6005,55772,horse jumping competition
video6006,92528,a woman and man look at a building diagram
video6007,118668,a person walking through a dark cave with a flashlight and looking at the walls
video6008,41319,a girl and boy speaking in mobile and expressing their love
video6009,138283,there is a cop driving a van with friends
video601,70930,a red race card driving into a fielt
video6010,123922,it is a soccer game between england and new zealand at the end of the video the man in the black jersey tackle the one in the white jersey
video6011,63897,the host talks about taylor swift and harry styles
video6012,88054,people are watching fireworks going off
video6013,89063,it is a show from tv
video6014,60944,a man is cooking food
video6015,112508,molly fitches bsc mathematics and computer science placement at renishaw
video6016,110073,a man going over the storage space in his motor home
video6017,38416,gameplay of a football videogame is shown
video6018,32921,a man is clapping
video6019,73187,kids are watching butter
video602,77243,a man is looking at an engine
video6020,24310,a woman is talking about makeup
video6021,133066,animated graphics from a video game with many lights flashing on the screen
video6022,51763,a person plays with some toy blocks
video6023,139027,a man showing on the camera resolution adjustments
video6024,86331,doctor examining a patient
video6025,62747,a person is playing a video game
video6026,115921,a man with white shirt is chatting with other two people
video6027,63125,a flash animation making fun of cats and their behavior
video6028,1354,person folding fancy napkins
video6029,43686,a person is handling a piece of equipment
video603,34938,two girls are talking about on news
video6030,110821,someone puts tomato sauce on a half piece of bread then adds cheese and bacon
video6031,15368,a man playing greensleeves on a piano
video6032,64181,a child talks to a camera
video6033,72435,soldiers on a plane interogate man
video6034,139831,a woman on screen does push ups as a woman lays in front on mat stretching backwards
video6035,15132,a video game tutorial with a player running through and hacking everything
video6036,138392,toy cars ride around the track with holiday decorations in the background
video6037,69553,kid showing off lego robot dinosaur
video6038,75175,it s a clip from some anime
video6039,105340,man in blue t-shirt is saying something very excitedly
video604,126518,a nagging houe wife on day to day affairs worried on many jobs to be completed
video6040,135019,a woman with blonde hair is singing a song
video6041,46294,someone is holding a phone is fondling a phone
video6042,108600,a scene of a building as music plays
video6043,44829,a robot is talking to a man
video6044,30370,a woman preforms a song on stage
video6045,34579,a music video features scenes from war movies
video6046,111062,a man leans behind a high end sports car as it is disassembled and reassembled in fast motion
video6047,54642,a man is talking on a late night talk show
video6048,103775,a lady talking of something about the movie and its actors
video6049,96569,car is drived on road then man with green helmet talking to another man with red helmet
video605,11377,a guy playing angry birds
video6050,31197,someone using a computer program
video6051,123682,there is a woman with brown hair is talking with someone
video6052,65562,a city is being blown up
video6053,84846,a hockey player gets into a fight with a fan at a game
video6054,120504,someone messes with an animation mock-up by manipulating its joints
video6055,70046,a girl is jumping on a trampoline
video6056,78302,a cartoon character losing all of his money on a game show
video6057,115761,there is a lady and a man is looking something and other two giving  shake hand
video6058,101020,a man driving a red colour open car over the bridge and suddenly he took a reverse
video6059,69009,a young woman is singing on stage
video606,48230,super heroes talking to each other
video6060,40433,a young woman reading a written matter on the mike
video6061,88527,men are running on the field of a soccer game
video6062,12883,a man is singing in a competition on tv
video6063,97543,an artist is completing the huge picture of a woman
video6064,84694,an asian male and female fighting each other in costumes
video6065,29757,the woman talks at the table
video6066,94601,a female soccer player just missing a goal and being upset
video6067,90132,clips of a woman outside and inside
video6068,40119,a young girl is playing an instrument in front of people
video6069,3395,two men boxing inside a ring
video607,93418,a person is playing a agame
video6070,111545,footage of various forms of plant wildlife is being shown
video6071,95422,a girl is sitting in a chair while someone talks about people with special talents
video6072,67674,several movie bloopers in one clip
video6073,106349,surfers get ready to surf as music plays in the background
video6074,97007,two guys are involving sex the men is fore playing and the women enjoy that moment
video6075,21586,some girls are mixing something
video6076,91691,a video showing scenes from a movie
video6077,120318,images of women dressed in high fashion fade in and out
video6078,72768,a music video similar to greece with many young people inside with leather coats on
video6079,80268,a girl showing off her american girl doll
video608,87482,a man is pointing his finger
video6080,103715,this cooking session has two people who are elaborately making batter and cooking delicious dish
video6081,124447,a woman in a red apron describes how to sear a steak
video6082,122242,we can see the actress performing some advertisement on the screen
video6083,98168,a man is showcasing a couple of his pet spiders
video6084,3064,girls are showing some art
video6085,20684,a group of kids are dancing
video6086,64445,a person playing a video game
video6087,81575,someone is cooking potatoes
video6088,39939,a girl is arranging the wild animals toy
video6089,126909,a guy asking people to read what is presented on the screen
video609,83224,a stop motion video about godzilla
video6090,45042,a person gains points by shooting a slingshot at things in a video game
video6091,90906,a soccer game being televised and recapped
video6092,13349,a woman is counting money
video6093,58148,two guys talking in a car
video6094,134184,i man sitting down and catches a roll of towels that is thrown at him
video6095,95097,the video game was fun to play
video6096,134564,the man in lack clothes tying up  the lady and the man
video6097,61987,a girl talking about cinderella
video6098,130888,a man is stirring ingredients in a pot on an oven with a big spoon
video6099,35180,a funny clip where 3 people are involved
video61,31511,a peron is explaining car brake parts
video610,33228,a man is explaining about the forest
video6100,119739,bunch of people riding bikes together as sexy brunette sits in her car thinking about it
video6101,55835,shots of a horror movie are being shown
video6102,15953,a young man looks at a young woman s wound
video6103,56738,a man is running on a soccer field
video6104,25474,movie producers are giving a behind the scenes look at an upcoming movie in various settings
video6105,96426,a little girl on skis with her father in the snow
video6106,129064,tigerstriped cat plays in fishbowl while two other cats watch
video6107,122205,men is talking and discussing something ans subscribe
video6108,61949,bill murray is interviewed by david letterman
video6109,136246,a music video by rap artist nikki minaj is played
video611,21353,soldiers fighting with enemies
video6110,78758,woman is holding a chicken
video6111,50194,some persons are making funny moves
video6112,131401,a man in a black suit discusses election with a man appearing on a tv screen
video6113,137626,a girl is applying some face cream she shakes well before applying
video6114,112674,a brown  horse is playing with a pink bucket
video6115,54011,a person is talking about the procedure for removing and installing vinyl flooring
video6116,51869,an old video game
video6117,136657,a group of women dancing on a stage performing a show
video6118,48955,two wrestlers having a match in front of an audience
video6119,2624,one of two girls farts and the other is disgusted
video612,52562,a person is giving birth to a child
video6120,132565,four children walk into view followed by five adults
video6121,12228,a girl speaks to a boy in the hallway
video6122,60070,avengers love parody comedy
video6123,40603,a woman is giving demo for baby trolley
video6124,139732,news report about medication to prevent seizures in a child
video6125,78434,spongebob learning to drive
video6126,85652,two women playing music in a video
video6127,87609,a person is folding origami
video6128,73819,a man is talking about the dome of the rock
video6129,76054,drawing an animal from blue pencil to black ink
video613,121773,a green parrot in a livingroom is being stroked by a woman while she talks to him and he talks back
video6130,109082,there is a blue car riding through the road
video6131,122778,a person is watching some album song in the monitor and he got  emotional and started crying 
video6132,36905,a man is hiding and running
video6133,60639,a man complains about how spongebob will never have another good season
video6134,67358,a movie trailer for a horror movie
video6135,28725,a woman cuts up crayons and mixes it with coconut oil
video6136,31556,two guys inside of a car
video6137,124078,all sorts of super heroes showing up at a cartoon characters house
video6138,67657,woman goes flying outside a windows
video6139,55018,someone folds paper
video614,46511,orange paper is folded into a unique shape
video6140,99023,there is a black suit man is enjoying their victory
video6141,117120,a scene from the 50s takes place a girl dressed in a red poodle skirt dances around a man playing the saxophone
video6142,26143,a group of women are standing around a table talking
video6143,25283,a clip from black and white movie
video6144,84886,a man is standing in a wrestling ring
video6145,31273,a short clip of a man folding a green envelope
video6146,133491,a montage of different signs being passed while on the highway
video6147,106179,some people are playing badminton on a court
video6148,92601,a commercial is shown for a phone
video6149,111786,a man talking of something about the red color water
video615,13727,a person is playing a video game
video6150,21172,band group singing on stage
video6151,27865,a group of women pass between cars in a jam
video6152,109352,a chef showing how to prepare a dish in a studio to two ladies
video6153,23251,montage of white girl clips
video6154,3246,animated savanna animals meet up in the savanna
video6155,23408,a man singing in the water
video6156,121169,a two on two match has team in blue scoring an easy point against opposing red team
video6157,32109,a man talks about doing some sort of an act in a home
video6158,81114,person is preparing some food
video6159,126356,a girl a pencil in her hand brush for make up beauty facial look  displaying on screen
video616,65458,a machine is making food
video6160,107096,two teams of chef s are competing in a blind taste testing competition
video6161,124398,advertise about the company being shown on the screeen
video6162,45496,two people sit next to each other chatting silly while one holds a guitar
video6163,99782,a man with glasses on is talking on a video
video6164,140105,asian dinner in progress that contains octopus as part of the dining experience
video6165,95268,a person is playing a video game
video6166,10500,a bowl of trail mix then 3 slices of pepperoni pizza are shown
video6167,71231,someone is filming a car
video6168,95458,newscasters talking about the 2016 election
video6169,72838,a crowd of people laughing and having drinks with a cop on a horse
video617,138574,beautiful f1 racing where schumacer is heading the race leaving no space for the follower
video6170,17402,a doll holding a camera
video6171,139005,a piece of large construction equipment appears before cutting to a scene of boys playing baseball while a voice narrates how the human body acts as a machine
video6172,109642,a person is adding oil to a frying pan in a cooking lesson
video6173,44029,motorcycle riders tilt at a severe angle while racing on a track
video6174,85844,a trio of dancers dancing to music
video6175,101457,bald man in black shirt describing some oriental food he is eating
video6176,95752,ghigh school cheerleaders in a gym
video6177,48846,a woman describing her process for cooking while video from a first person perspective plays
video6178,43671,a person holding a bubble wrapped item then pulling a shirt out of a box
video6179,85767,a man playing minecraft
video618,2525,an old car with the logo paco is racing against another car
video6180,136071,a person with bold head and dressed in black is cooking some dish by pouring water into that
video6181,48644,a person playing an action type video game
video6182,82951,someone is playing a game
video6183,115978,variety of dishes which are the baked and fried items to be eaten
video6184,88903,a man has a screen on his shirt
video6185,79737,women dressed up standing on a stage
video6186,71568,a man is driving an suv and talking about something
video6187,101620,two young men are playing a very competitive game of table tennis
video6188,87550,an action figure speaks a classroom
video6189,34211,two boys lip syncing a song
video619,135179,a beautiful statute of a man is surrounded by grass and trees
video6190,56778,a scene showing superman and the city
video6191,66748,a man talking about the avenger and saving the cities
video6192,129770,baby play telecast in news channel and very important news
video6193,133963,the man dressed in a sports suit stands in front of a clean room and discusses projector technology
video6194,92369,a man is talking about a store
video6195,130370,a toy cowboy is trying to move a crate off of himself
video6196,117975,woman in white shirts is singing and dancing on a song
video6197,30593,two people discuss adblock plus and why ads are bad
video6198,46132,pretty female racecar driver getting ready to race
video6199,103225, in a black jacket and open-neck shirt speaks in front of overlapping blue panels and next to a word repeated three times in neon
video62,100029,a woman erases cartoon make-up from her face to reveal a human face
video620,3792,a teenage girl teases another girl who is blindfolded next to a river
video6200,65019,animated women dance in a music video
video6201,84707,bill murray is shown being interviewed on the david letterman show
video6202,24652,a woman recording herself talking and walking around a messy room
video6203,42101,a lady telling a recepie to cook something
video6204,126381,the incredible hulk stumbles down a hall and smashes machinery
video6205,96352,a boy and a girl asking for pen and drinking wine
video6206,64504,a dog is staring at its owner
video6207,96776,a man rides a dirtbike through trails in the forest
video6208,80160,a crying girl talks to judges
video6209,59125,a man is seeing some horrible drawings in a room
video621,27336,scene from an old movie
video6210,32448,a man making weird faces and noises
video6211,90793,carmen and angie share a comedic scene on the george lopez tv series as carmen attempts to brush something off and head for upstairs
video6212,134019,a man and woman on the news are talking
video6213,2913,an interview on conan o  brian talking about another person
video6214,128580,there is a man working in his garden
video6215,112957,a woman in a pink kimono is giving the news update
video6216,68677,girl showing how to fold paper
video6217,102858,animated figures are representing germs on a red background
video6218,66009,a voiceover talking about a children s classroom
video6219,137238,a blue metal frame of a truck is propped up in a garage
video622,43261,a girl is wishing she could talk to her deceased mother again
video6220,47407,a man speaks to a camera for a video segment
video6221,29833,woman shows off what s on her laptop
video6222,97033,a burnet woman lyes moaning next to a man who is kissing her body
video6223,30251,kids watching an obama speech
video6224,107877,man cooking chicken using thyme with a british accent
video6225,90829,a sports clip about mens running
video6226,136525,a woman standing at a sink washing green leaves that will be used as food
video6227,24102,a female retail worker talking into the camera with guys looking at her
video6228,96689,in pan oil is added then a white ingredients are added to it and stirred completly
video6229,63868,a scene from a music video is visible
video623,84245,a man stares downs two women while another women appears to be talking to herself
video6230,34862,a man explaining and talking about different topics
video6231,83781,a dog lays in its bed
video6232,62432,gordon ramsey is talking
video6233,99503,the lady has a bowl of spaghetti already cooked and butter is added to it to keep them seperated
video6234,137925,a man says every power sport activity has to have the biggest the baddest the most powerful and the fastest vehicle
video6235,63353,someone is playing a game
video6236,7349,a white bird is flying and spraying black stuff out of his mouth
video6237,23624,a minecraft character is hitting a stick on wood
video6238,125176,a woman in blue pours cake mix into childs toy to bake
video6239,116401,its a adversitment for integrated circuit design and technology
video624,96367,several men are tending to several mannequins in a simulated car accident
video6240,83342,a man and woman run on corn starch
video6241,31910,a person showing you an iron on for a shirt
video6242,15724,a man prepares some food at a roadside market
video6243,31294,person seems to be attending injury
video6244,132996,baseball player makes a home run as a man sings a catchy tune in the background
video6245,42043,a man is talking a woman doing a make up challenge
video6246,44764,a scroll of different television shows
video6247,26681,a group of people dancing outside
video6248,15651,a little boy peels a carrot
video6249,139368,a young woman discusses why she would recommend her program to international students
video625,6774,scene from a video game
video6250,20797,people laughing at an orchestra
video6251,102761,people ski down professional snowy mountain slopes and between dormant trees
video6252,44646,in the 2015 marvel film avengers: age of ultron the crew tries to lift thors hammer
video6253,110897,cooking seafood in a big pot with water
video6254,136148,a female news reporter tells a story on the facebook founder
video6255,101766,the man in the purple striped shirt and glasses gives the audience a history lesson
video6256,107612,somebody is playing a game and it has got a lot of features in it
video6257,6667,an animal grazing in a field
video6258,21914,a warrior turns and looks at a spacecraft
video6259,121993,the players are on the line and starting to run
video626,79481,a group of people are taking selfies
video6260,139904,two asian men playing ping pong rally back and forth until the point is won
video6261,117482,a man is making  a roll snacks  on the pan 
video6262,20309,a group of people singing
video6263,40718,girl showing how to do hair
video6264,13841,a discussion on animal transplants
video6265,57083,a man is making a water filter from a used bottle
video6266,60033,two men in black and white shirts break dance
video6267,114370,a large hurricaine is slowly moving across a flat landscape there is lightning and a truck driving on a road
video6268,42082,a hot vapour from a water
video6269,48683,a person is pouring tea into a tiny mug and stacking tiny pancakes onto a tiny plate
video627,128881,in a kitchenthere is a man preparing food
video6270,15156,this is a child playing a computer game
video6271,108856,woman in colorful clothes is recording herself with camera
video6272,100769,a rat sitting in a wheel and rotating
video6273,104943,there is a woman is singing a song with sweet voice
video6274,135953,rihanna music video inside a auto shop with lots of cars and tools with upbeat music in background
video6275,53017,a kid gets hit in the face with a soccer ball
video6276,51933,two women being made up in time lapsed video to music
video6277,120566,two men carrying a man dressed only in his underwear to his bed
video6278,76359,a semi truck is driving in a video game
video6279,133477,a car drives along a bridge that passes over water
video628,103809,a man is modeling a dark jacket and blue jeans for two women that are sitting
video6280,113281,two goldfish with long clear tails swim in an aquarium
video6281,80844,a group of people are protesting on a street
video6282,121714,some advertisement shown about the cartoon film
video6283,106038,a guy with a white shirt is drivig a car out side
video6284,26241,a man is talking
video6285,65987,a person is playing a video game
video6286,13198,video of a man and a girl having a conversation
video6287,55369,a man talking about photo shop
video6288,56553,people are playing hockey
video6289,140126,tent next to running water and trees covering a mountainside
video629,58550,a person is driving down the street
video6290,70613,cars are racing on a track
video6291,30382,a group of people are performing
video6292,95124,a man is talking
video6293,61184,a video game being played capturing coins
video6294,109521,giada displays red tomatoes green asparagus zucchini and purple eggplant
video6295,114167,more players jumping the stick
video6296,114032,a girl with black hair and a white shirt talks to the camera
video6297,91925,a man is describing the melting process
video6298,65541,a few shots of some interesting architecture
video6299,126619,a woman arranges various vegetables onto a white plate
video63,93943,a football coach talking to his players on the sideline
video630,62110,men talking about pasta and cooking
video6300,46244,a mechanic is describing cooling lines and coolers
video6301,119011,two men sit and talk by the window still on a desk
video6302,28626,a woman reports about infowarscom and how they have over 60 movies and documentaries
video6303,102173,a man with a purple tie conducts an interview with a woman
video6304,34539,a man explaining some military tactics
video6305,116305,man is giving an interview on local tv show
video6306,64492,an alien-like creature gloats to the audience of a boxing ring
video6307,94335,various people are wrestling at matches
video6308,84721,a female is dancing
video6309,134063,there is a suit man is talking to a old man
video631,132078,the landscape was very scenic though the houses appeared bunched together
video6310,65852,playing with spongebob characters
video6311,132756,a display of various animals is shown during a lesson about nature
video6312,85890,a music video plays then a man talks about it s statistics
video6313,53023,a person folding paper
video6314,79111,they are showing some recipe
video6315,99998,advertise about the movie being shown on the screeen
video6316,32955,audience listening to woman lecture them
video6317,132421,there is car is going through the road  used for formula one race
video6318,47352,a person showing a miniature mickey mouse toy and a candy
video6319,53217,this is a video of woman doing some decorations
video632,32664,four man s are hanging in a height and rotating
video6320,104096,a news anchor is talking about obama s terrorism speech
video6321,16366,a trailer for a popular foreign television show 
video6322,73325,a person is catching bug and keeping kitchen clean
video6323,46924,a man points at his nachos
video6324,27014,two narrators make jokes about balls
video6325,13385,a man narrates a video game
video6326,131149,people on the beach are gathering around a guy
video6327,54794,man showing how to fix a car
video6328,95837,two cartoon bears are playing keyboards
video6329,12016,three people at the beach
video633,74727,an anime is talking to another anime
video6330,3161,a group of people are on stage performing
video6331,25027,a cartoon character takes off on a hang-glider
video6332,11869,group of girls singing and dancing on beach
video6333,86779,two persons engaged in serious talk here
video6334,68004,a woman demonstrates how to fold up a stroller
video6335,131079,a couple of guys in a room are talking
video6336,107945,chicken is fried in a skillet
video6337,71705,a person films the engine of a car
video6338,117026,the woman in black dress wearing a nice watch and she applying fairness cream on her wrist
video6339,108259,a black screen with one transition to ets finger joining humans hand
video634,67187,ironman is giving the other avengers a pep talk
video6340,109043,a man tells his followers to request more science stuff for him to do
video6341,13622,a child is rapping while his friend is beatboxing
video6342,14869,a person is making teddy bear
video6343,85423,a pokemon battle against a spearow
video6344,92043,a man drives a car and talks about the car s display
video6345,130211,an actor in dress shirt holds hands with actress girlfriend while talking with host in room
video6346,33494,some horses are moving on
video6347,135572,a woman in a maroon long sleeve shirt is in a kitchen making a meal it seems that she is shooting some type of show for a food network
video6348,61091,a man is talking followed by a running animal and an animation of its skeleton
video6349,133624,a instrument which is like a cycle and a boy in blue dress explains it
video635,88598,a woman dances around a room with another woman
video6350,118931,some big noodles is taken from the water and put on the bowl
video6351,15776,the child moves the dinosaurs head
video6352,3189,three girls are dancing to music
video6353,45973,machine work being done on a block of metal
video6354,34486,an indian news show report
video6355,93161,a girl getting praise on the voice
video6356,7256,the opening of an anime show is played with music
video6357,50136,people are discussing a baseball player
video6358,86616,the robot animals move in the display
video6359,41474,somebody is packing fruits
video636,38783,a man in the woods building a fire
video6360,122532,a man stirs cooking ingredients around in a pan
video6361,56941,a man drives a car along a course
video6362,123388,a lady proudly displays the various decals she has applied on her new car
video6363,61388,a person is playing a video game
video6364,87082,a news report about immigration
video6365,11895,two people watching a trailer for kids movie
video6366,5148,marching band sings about how great they are
video6367,73779,a horror scene and flashing events
video6368,12981,a cartoon character disrupts an attempt of robbery
video6369,13968,preparing food by separation
video637,29715,black widow is negotiating on the phone in the avengers
video6370,85821,a girl is sewing
video6371,8646,a man is sitting at a computer
video6372,131116,black liquid eyeliner is applied to the blue left eye of an asian woman to give the winged effect
video6373,41529,a woman talks while standing on a mat in a yard
video6374,49955,womans are walking on a fashion show stages
video6375,117914,an orange car drives down the street in a video game
video6376,126936,a cartoon dolls images and still image of girl and boy standing pictures  displaying on screen
video6377,72148,a person is talking about their fancy red sports car
video6378,116618,a stadium full of people are watching a game
video6379,9811,a scene from a comedy talent tv show
video638,66358,audience encouraging the girl singer
video6380,51439,how to color in a dress
video6381,56306,a man presses a button on a phone
video6382,133224,a picture of a sea water is capture from height
video6383,24074,the underdog wins the competition everyone is in shock
video6384,108097,a police officer chases a suspect through a neighborhood
video6385,118447,morgan freeman s role in a batman movie is described by a woman
video6386,101092,men play a table tennis match while music plays
video6387,49157,various children talk about a movie
video6388,80062,a man gives a speech about cruelty of the world
video6389,4597,the man hosting a television game show is laughing uncontrollably while two contestants look on
video639,27897,a slideshow of a group of women and a scene in a classroom
video6390,81860,a cook prepares to make mashed potatoes
video6391,96554,a woman mixes various ingredients into a bowl
video6392,13570,cartoon play for childrens
video6393,17090,compilation of popular sports vines
video6394,132488,a bike riding around a giant twister game map
video6395,74235,video of a cartoon school bus beeping
video6396,138508,a girl wearing a backpack and walking along a paved path next to a river and small waterfalls
video6397,65078,a man talking about a cartoon show
video6398,67254,the hollywood actress are talking
video6399,48278,a recording of two kids wrestling
video64,65752,a video of smelting
video640,109332,a man and a boy in blue on a tennis court hitting balls
video6400,65767,a woman is bending over
video6401,111929,a song is being played with lyrics on the video it looks like the still photo is for the artist
video6402,25093,thermal images are displayed possibly a dog at one point
video6403,105850,a man is shown swinging on a rope and dropping into a pool of water in the woods
video6404,14619,a man is giving car advertisement
video6405,125706,a blond woman applies makeup and explains aloud what she s doing for teaching purposes
video6406,107434,a device that can be attached to an animals collar so they can be easily tracked
video6407,98714,a person putting pasta on a plate
video6408,107500,there is someone decorating something on the table
video6409,54094,someone playing around with what appears to be ink
video641,114546,a chemistry professor wearing goggles pours liquid from a glass beaker and creates colorful flames in front of the class
video6410,74615,the cartoon movie of flying toy
video6411,139061,a woman in a gray dress speaks on a large stage and shows diagrams on a large screen behind her
video6412,68851,a woman and child smile as they watch a sunset
video6413,60117,there is a man and woman riding a motorcycle
video6414,95289,montage of wresting matches
video6415,4253,a man teaching a class
video6416,93452,gameplay footage of minecraft
video6417,93233,people in a rush city
video6418,8686,a kid is singing
video6419,27410,a man talks about nano-building and physics
video642,14291,a man and woman dancing together on a stage after getting married
video6420,104934,man putting food in a food and cooking it
video6421,79678,the girl is hugging herself and see s a guy
video6422,67421,a clip taken inside of an asian fighting game
video6423,115831,a news reader is asking question to few people in cnbc channel
video6424,39828,a woman is putting makeup on her face
video6425,124244,in a laboratory stands a man with white hair and blue shirt and he is talking
video6426,135775,a talk about animal and human relationships and interactions from animal allies
video6427,11720,a boy and girl sitting next to each other and the boy is talking
video6428,83673,a person is talking
video6429,744,a person is playing an online computer game
video643,125337,a colored man saying he was accused of rape
video6430,52043,a slideshow runs of a blonde little girl
video6431,130698,a guy with long hair is streaming himself on a pc
video6432,70578,a clip of a man describing a car speeed and time to destination
video6433,78042,a cartoon dog falls off a pumpkin
video6434,75523,a cartoon of a little girl and a monkey at the beach building a sandcastle
video6435,122229,man wearing black long sleeve shirt speaking about the 3 pillars of food security
video6436,114806,this depicts a video of a hamster doing a dance
video6437,133542,some one is selecting  some datas from the computer
video6438,93084,a man cooking food
video6439,112335,speaking at a women s wellness conference about exercise
video644,68721,a child is coloring a picture of squidward
video6440,139974,a guy talks while they show a vacation beach resort
video6441,113141,a sports car flies through city traffic in a video game as the players discuss it
video6442,78074,cartoon characters portraying historical figures
video6443,22737,a woman is singing by the window
video6444,69602,a contestant is performing on the voice
video6445,29023,a girl performing in the show
video6446,64701,a cat and a chicken are fighting
video6447,34100,a gun is shooting in a video game
video6448,54686,a person is filming the insides of his car
video6449,95480,a comedian is doing her material
video645,138972,a group of people hike up a trail in the woods
video6450,24020,a beauty cream being tested
video6451,13484,a man lifts a boy from a motorcycle to his motorcycle while moving
video6452,88807,a man walking and talking on a baseball field
video6453,12397,people surfing waves in the ocean
video6454,52103,a video of women in jail set to music
video6455,84372,a woman speaks about actors
video6456,55208,a man is hitting a ping pong ball at a bottle
video6457,92857,they viewed one of the side areas
video6458,113893,blonde woman in white dress is singing on the scene
video6459,21984,boxers spar in a boxing ring
video646,16457,this video talks about the importance of chairs
video6460,54182,a woman is singing
video6461,32433,a music video of a man singing
video6462,83050,a man talking about a film
video6463,13664,a man holding a salamander lizard
video6464,122037,different models walking the runway wearing white clothes with gold jewelry the second wearing a pink dress
video6465,16434,cartoon characters are interacting
video6466,117765, michael caine is talking about a man who plays a gangster but is very nice when you meet him
video6467,126303,a boy is taking a surf board to the ocean
video6468,10237,the man slides his arm rest
video6469,104607,the man feed the animal the green grass in the dirt
video647,88862,fans are running on the field of sports games
video6470,77101,a cartoon character dropped something off a boat
video6471,110044,hurdle running of ladies while the run a athlete fall off from the track
video6472,20299,a group is singing this little light of mine
video6473,98311,a video describing a movie called god father about production values
video6474,61613,people celebrating after a goal in soccer
video6475,126798,a north american film fare festivals is being shown and the film persons are giving red carpet welcome
video6476,17117,two teams are playing basketball on the courts
video6477,124539,a woman in a sparkly green dress is walking around
video6478,84390,gameplay footage of someone playing a game
video6479,24611,it is a video of a school building
video648,58532,a man talks to the camera about math
video6480,67224,a man is sleeping
video6481,38547,gameplay footage of characters fighting in mortal kombat
video6482,57589,a man removes planks of a wood floor
video6483,6730,a woman is screaming in pain
video6484,25073,a singing contest on tv is being telecast
video6485,107375,a lady is talking about the main points behind the meet the jetsons tv series
video6486,78236,two children are talking about a sword in a cartoon
video6487,77653,small cars drift around a race track
video6488,44464,a short rock music video with lyrics
video6489,124364,the torso and arms and hands of a man in a commercial kitchen in front of a pot of water dipping out oriental pasta into dishes to be served
video649,32727,it is the part of avengers movie clipping
video6490,6528,an animated man is smoking
video6491,1141,a computer game character is running
video6492,80243,a video of cats and dogs whining
video6493,108276,an animated woman grabs people and a pyramid flies
video6494,43658,unboxing a poster box
video6495,88028,a little girl is speaking on stage
video6496,130077,a man rolls from right to left behind a desk with a computer and a globe on a stand rolls from left to right
video6497,45662,a man giving a speech
video6498,87591,someone is playing a first-person shooter video game
video6499,105425,a man flips through a science book while talking with a blonde woman about its contents
video65,40263,a girl is singing on stage on the voice
video650,90149,man being interviewed about reporting
video6500,76295,someone is playing a video game
video6501,24949,an animated chicken is talking to an animated penguin
video6502,71137,video of a i-vtec engine
video6503,69421,a contestant is judged on a tv show
video6504,93547,hockey player making a shot
video6505,70979,a car catches fire after crashing
video6506,127320,there is a man making a delesious dish in the kitchen
video6507,67168,batman and superman getting ready to fight
video6508,41961,a group of people are climbing a cinder cone
video6509,9296,the animated character had socks on his hands
video651,107781,a person preparing a food item in a bowl
video6510,106593,two women with their cleavage showing play with food in a kitchen
video6511,71940,a car engine is shown
video6512,80989,a man slowly kisses a woman on the lips
video6513,83579,a woman sings to the camera
video6514,28997,a woman is skating in a sea water
video6515,98267,a chef cutting bell pepper and crushing garlic
video6516,25555,the before and after is no different
video6517,41200,a girl and man look at the sky in amazement
video6518,3553,two men in a wrestling competition
video6519,6474,cartoon pig jumping from flower to flower that have letters on them
video652,113806,a young man tries outdoor down hill skateboarding for the first time
video6520,130797,a girl running and jumping long jump and boy jumping long jump inside stadium audience watching displaying on screen
video6521,96074,david letterman interviewing comedic actor bill murray
video6522,78617,someone giving demo for some game
video6523,108957,group of blonde women are outdoors with man in black jacket
video6524,120547,a person pouring an egg into a hot wok and then adding other ingredients
video6525,58772,a man wearing glasses
video6526,109664,cute chicks with amazing abyss stand and poses for snap
video6527,23283,a girl is describing hair styling
video6528,113731,a man sitting in front of a tv monitor as he explains something to another person
video6529,138618,a man and a woman are shown in medieval ware
video653,23445,a man is flying and shooting a plane
video6530,70688,grand theft auto game that shows some of the things that can be done during gameplay
video6531,53494,reporters speaking about the stock market
video6532,8442,a boy does several backflips on a trampoline
video6533,112164,two politicians greet in a room while a narrator discusses the rebuilding of iraq
video6534,14275,pictures of a horse jumping objects is shown
video6535,89279,a politician is speaking
video6536,34636,messi playing football for barcelona
video6537,133767,a boy and his father drive a lime green car
video6538,13992,a horse nods and licks his lips
video6539,78440,a cartoon about scary bunny
video654,76230,cartoon characters watching a band play on stage
